filename,policy,query_type,cross_ratio,zipf_theta,rw_ratio,num_clflush,num_clwb,num_cache_hit,num_cache_miss,cache_hit_rate,total_commit,total_size_index_usage,total_size_metadata_usage,total_size_data_usage,total_size_transport_usage,total_size_misc_usage,total_hw_cc_usage,total_usage,round_trip_latency_50th,round_trip_latency_75th,round_trip_latency_95th,round_trip_latency_99th
policy_LRU_query_rmw_cross50_zipf0.99_rw50.txt,LRU,rmw,50.0,0.99,50.0,819135.0,1489341.0,3822422.0,819135.0,82.3522,20725.7,6280416.0,1744024.0,228903150.0,33554544.0,408.0,13256920.0,151771870.0,58.0,63.0,70.0,70.0
policy_LRU_query_rmw_cross50_zipf0.99_rw90.txt,LRU,rmw,50.0,0.99,90.0,1105722.0,1349361.0,12137136.0,1105722.0,91.6504,85181.9,10667224.0,2873960.0,377207250.0,33554544.0,408.0,22163472.0,228835136.0,58.0,63.0,75.0,75.0
policy_LRU_query_rmw_cross90_zipf0.5_rw10.txt,LRU,rmw,90.0,0.5,10.0,1469363.0,3053796.0,1820809.0,1469363.0,55.3408,24815.3,11661280.0,3177592.0,417058950.0,33554544.0,408.0,24372056.0,249548268.0,61.0,65.0,70.0,70.0
policy_LRU_query_rmw_cross90_zipf0.5_rw50.txt,LRU,rmw,90.0,0.5,50.0,1827139.0,3009438.0,3910391.0,1827139.0,68.1546,42891.2,11705688.0,3198944.0,419861400.0,33554544.0,408.0,24501872.0,250856738.0,59.0,63.0,72.0,72.0
policy_LRU_query_rmw_cross90_zipf0.5_rw90.txt,LRU,rmw,90.0,0.5,90.0,1662103.0,1944914.0,15857064.0,1662103.0,90.5127,124341.0,11808848.0,3200000.0,420000000.0,33554544.0,408.0,24609256.0,251134080.0,59.0,63.0,72.0,72.0
policy_LRU_query_rmw_cross90_zipf0.7_rw10.txt,LRU,rmw,90.0,0.7,10.0,1425433.0,2883218.0,1851068.0,1425433.0,56.4953,23012.5,11198064.0,3079432.0,404175450.0,33554544.0,408.0,23516200.0,242789796.0,59.0,64.0,75.0,75.0
policy_LRU_query_rmw_cross90_zipf0.7_rw50.txt,LRU,rmw,90.0,0.7,50.0,1784203.0,2865826.0,3832955.0,1784203.0,68.2366,40345.1,11652392.0,3182824.0,417745650.0,33554544.0,408.0,24384096.0,249857490.0,60.0,64.0,70.0,70.0
policy_LRU_query_rmw_cross90_zipf0.7_rw90.txt,LRU,rmw,90.0,0.7,90.0,1688469.0,1924899.0,15743797.0,1688469.0,90.3141,123831.0,11536248.0,3200000.0,420000000.0,33554544.0,408.0,24336656.0,250976944.0,59.0,62.0,71.0,71.0
policy_LRU_query_rmw_cross90_zipf0.99_rw10.txt,LRU,rmw,90.0,0.99,10.0,,,,,,,,,,,,,,,,,
policy_LRU_query_rmw_cross90_zipf0.99_rw50.txt,LRU,rmw,90.0,0.99,50.0,948570.0,1434271.0,3594522.0,948570.0,79.1206,18915.8,7959032.0,2163912.0,284013450.0,33554544.0,408.0,16615088.0,180427644.0,58.0,63.0,70.0,70.0
policy_LRU_query_rmw_cross90_zipf0.99_rw90.txt,LRU,rmw,90.0,0.99,90.0,1149769.0,1289987.0,11384693.0,1149769.0,90.8271,79792.9,11309432.0,3091696.0,405785100.0,33554544.0,408.0,23676624.0,243548254.0,59.0,64.0,72.0,72.0
policy_LRU_query_scan_cross10_zipf0.5_rw10.txt,LRU,scan,10.0,0.5,10.0,200001.0,200001.0,122662235.0,200001.0,99.8372,392798.0,11808168.0,3200016.0,420002100.0,33554544.0,408.0,24608640.0,251066138.0,59.0,64.0,74.0,74.0
policy_LRU_query_scan_cross10_zipf0.5_rw50.txt,LRU,scan,10.0,0.5,50.0,200001.0,200001.0,124085802.0,200001.0,99.8391,393219.0,11750096.0,3200016.0,420002100.0,33554544.0,408.0,24550568.0,251025146.0,59.0,63.0,73.0,73.0
policy_LRU_query_scan_cross10_zipf0.5_rw90.txt,LRU,scan,10.0,0.5,90.0,200000.0,200001.0,122998251.0,200000.0,99.8377,390448.0,11841648.0,3200016.0,420002100.0,33554544.0,408.0,24642120.0,251079802.0,59.0,64.0,72.0,72.0
